name	seq
jagoto jurey udaaro shurey	s's'snnddpppMMMgggggMMMnnnddpprrgggrsssssssssss.n.d.n.d.d.p.psssrgrppmmggggs's's'snnndddpppppMMMgggggMMMnnnddpprrggggrsssssggggggpppddd's's's's's's's'snn'r'r's'sppppMppnndpMgggggppdd's's's'sn'r's'sppppMppnndpMggsrggggmgrgmmmmgrgrppmgrggrsssrsrggggmgrgmmmmgrgrppmgrggrsssss's'snnddpppMMgggMMnndprggrsssspppppppMpdpMgggMnddpMggmggggggrssss.n.d.n.d.d.p.psssrrrgrgmgggggggppdd's's's's's's'sppppMppnndpMggsrggggmgrgmmmmgrgrppmgrggrsssrsrggggmgrgmmmmgrgrppmgrggrsssss's'snnddpppMMgggMMnndprggrsss
janoganomano odhinayoko joyo hey	srggggggggggrgmmggggrrrrrr.n.nrrssssssssppppppppppppppppppMMppMMpppmmmmmmmmmmgrmgggggggggggggrpppmmmmmgggggrrrrrrrr.n.nrrsssssssgggggggggggggmmrrggmmmmmmmggmmpppppppmmggrrmmgggggggggggggrrrrrrrr.n.nrrssssssspppppppppppppMMpppppppMMddpppmmmmmmmgggggmmrrmmgggggnnnn's's's's's's'snnddnnnnnnnppppdddddddddssssrrrrggggrrggmmmmmmmm
jatobar aalo jalatey chai	rpddNdpmmpdpmgmrrgmNdpmgr.nrssss.d.N.pssrrpggmrssmgmpp'sdNpmgr.nrsrpdddNddppmmmmpddpmmggmrrrrggmmNNddppmmggrr.n.nrsssppppddNdNdn'sn'r's'sn's'sdndn'sn'r'sn'sn'sn'sdNpppdNdNdn'sn'r's'sn's'sdndn'sn'r'sn'sn'sn'sdNppdprrpmdpmgmrsssmgmppmp'sdNpmgr.nrsrpddNdpmmpdpmgmrrgmNdpmgr.nrssssrpmppddNddppppppmmppNNddNNppppdmmppmmggmrrrrggmmNNddppmmggrrgrrsssssssrrppmppppdddddNppppmmppddNddNddnn's'sn's'sn'r'r's's's's's's'snn's's'r'r'm'p'p'm'm'g'g'g'g'm'r'r's's'r's'sddNppmmppdd'r's'sn's'sddddddNppmmggmrrssmmgmmppppmpp's'sddNppmmgrr.nsssrrppddddNddppmmmmpddpmmggmrrrrggmmNNddppmmggrr.n.nrss
je  raatey  mor  duyaarguli	r's'sNddpdpdNdNNGGGmrrssssssssmmmmmgmppppppdNNN'r's'sNdpdNN'r's'sNNdddppdppdNNddNNNGGGGmmrrrsssssssmmmNNddnn's's'r'r'sn's's's's's'sn's'sn'r'snn'sn'r'r'sNdpdNNNNN'r's'sdNpGGmrssssmmgpmpppppppmpdddddpdNNNNNN's'sn'r's'sNdpdNN'r's'sNddpdpdNdNNGGGmrrsssssssssssssssrr.n.ns.n.nrrrrrrrrssrrppppdmmpddpGGGGGGGnnn's's'r'r's'sppnn's'snn'rnn's's'snn'snn's'r'r's'sNNddppdNNNNNNmmNNddddddnnnn's's's'r'r'r'r'snn's's's's's's'snn's'snn'r'r'r's's'snn's'snn'r'r'r's'sNNdppdNNNNNN'r'r'r's'sddNNppGGGmmrrsssssssmmmmggpmmpppppppppmmpdddddddddppdNNNNNNNNNN's's's'snn'r'r's's'sNNdppdNNN'r'r's's'sNNdddppdppdNNddNNNGGGmrrsssss
je tomaey chharey chharuk	mgsrgmgrsssssgggggmppDpppmgsrgmggrrsssssssppppppppppppppppddppdNNNNNNNNNNddpppppNNNNNddppddppppmmggggggggmmpppp's'snnnppmmggggggmmppppddppppmmggssrrggmmggrrssssssssggggggggmmppppDDppppmmggssrrggmmggrrsspppnnn's's's's's's'sn's'g'r'snndn'sn's'r'sn's's'spppnnn's's's's's's'sn's'g'r'snndn'sn's'r'sn's's'snnn's's's's'snnpnnn'snpmggggmppndpdpmggggmppDpppmgsrgmgrsssssgggggmppDpppmgsrgmgrs
jetey jetey ekla pothey	rGrsssr.nss.nsrrrrpmprrrrmmrss.NsmpppNNppppppmppnn's's's's's'r'r'r'r'm'r'r's'snn's'r'r'snn's's'srGrsssr.nss.nsrrrrpmprrr'r'r'r'r'm'm'r'r'G'r'sn'snn'r'sNNppNpmpppNpmpn's's'sn's'r's'r'G'G'GssrGrsssr.nss.nsrrrrpmprrrddNdppppmppmpp'spNpmpNprrrrrNdpmrmrs.nsrrrrpmprrr'r'r'r'r'm'm'r'r'G'r'sn'snn'r'sNNppNpmmppNpmpn's'sn's's'r's'r'G'G'GssrGrsssr.nss.nsrrrrpmprr
jibono jakhono shukaye jaey	mmmmggrs.nsrrrrrgmppdmgrgrgmmmmmmmmggrs.nsrrrrrgmppdmgrgrgmmmmmmmmmmgrrgggrssrrmmmppnnnn's'snn's'r'r's's'sNNNdddNddpmmgrrgrrgmmmmmmmmmmmmgggrrs.nsrrrrmppnnnn's's's'sn's's's's's's's'sndd'r'r'r'r'gnmppnnnn's's's'sn's's's's's's's'sndd'r'r'r'r'gnnnn'sn's's'r'r's'sNNdppddppmmgrgrggmmmmmmmmggrs.nsrrrrmmggmrsss.n.nsrrrrrggrggmmppddppmmggggrggmmmmmmmrrmmppppmmppppnnn's's'snn's'r'r's's'sNNNdddppmmggrrgmmmmmmppppnnnnnnn's's'r'r'snn's's's's's's's's's's's's's'sndddd'r'r'r's'sn'r'r's'snnnnnnn's'snn's'snn's's'r's's's's'r's'sNNdppddppmmmmggrrgrrgrrgmmmmmmmmmmmmgggrrss.n.nsrrrrrrrrggmmppppdmmgrrgrrgmmmmm
jodi jaantem	mpgmmppppppDpmpdN'sNDDppmDDDDDn's's'R'sNppNNDDppggmmpppppppnnn's's's's's'R'R's'snn's's's'sDnnn's's's'R'R's'snn's's's's's'r'G'G'r'm'G'R'R's's's'R'sNppNNDpgmppppppDDDDnn's's's'R'R's'snn's'ssrGGGGmpGpGGRRss's's'G'G'R'R's's's'R'sNNDDpppNNNDDNDpppDmppmpgmppppppsRmmmmmpmggRgRRsssRmmmmmpgmpDpppppDD's's's's's's'RNNDDDppppNNNDDNDDppppppsRmmmmmpmggRgRRsssRmmmmmpgmpDpppppDD's's's's's's'RNNDDDppppNNNDDNDDppppppDDDDnn's's's'R'R's'snn's's's'r'r'G'G'G'R's's'R'G'm'G'R'R's'sDDDDnn's's's'R'R's'snn's's's'r'r'G'G'G'R's's'R'G'm'G'R'R's'ssrGGGGmpGmmmGGRRRssrrmmmpDD's'sNpNNNDDppggmmpppppp
jodi prem diley na praney	mprpmmGGGGrrssmpppppppppmppppdNNNdNdpDpDmgggmgrgmmmmgmmmprpmGGGrsmpppppn's'r's'rNNddNN's'sNNNNddNN's'sNNmmgmmppddnn's's's'snn's's'r'rNNNNdppdpdmmmgmppdNNdpmpmGGGrsrrmprpmGGGrsmppppsrsrGGGrsr.nsssggggggmmmgmpDDpDpmprmGGrGrGGGmpmprmGGrsr.nsssn's'rNNNdN'sNNNdN'sNmgmpdnn's's's's's's'r'r's's'r'G'G'G'G'G'r'r's's's's'r's'sNNNddppdmmpddNNNNddppmmpmmGGGrrsrrrmmpprrpmmGGGGrrssmmpppp
jodi taarey nai chini go	mmppppdp's'sNdpmgmppppppppnnnnnnnnn's'snn's'snn'r's's'sNNddmmppppppddddp's's's'sdd'sNNdppdppmmggggmmmpppppppNdpmmmppppdp's'sNdpmgmppppppmmmmNNdddddnnnn's's's'r'r'snnnn's'snn's's'sNNddppmmgmmmmNNdddddnnnn's's's'r'r'snnnn's'snnnnnnnnnn's'snn's'snn'r's'sNddpppddddNNdd'r's's'sNNddppdpppmmmgggmmpppppppmmggmmmmddppNNdddddmmmmpppppppggggrrgmmmmmmmpppppppddpp's's's'sNNddppmggmmppppppppppppssssssssGGrrGGrrGGrrppmmGGrrssssssnnn's's'snn'r'r's'sNNddppddpmmgggggggmmmssssGGrrGGrrGGrrppmmGGrrssssssnnn's's'snn'r'r's'sNNddppddpmmgggggggmmmmmNNdddddddnnnn's's's'r'r'snnnn's'snn's's'sNNddppmmgmmNNdddddddnnnn's's's'r'r'snnnn's'snnnnnnnnnn's'snn's'snn'r's'sNddpppddddNN'r'r's's'sNNddppdpppmmmgggmmpppppppmmggmmmmddppNNdddddmmmmpppppppggggrrgmmmmmmmpppppppddpp's's's'sNNddppmggmmpppppp
jodi tor daak shuney keu	.n.n.n.nsssrrrrppppmmmmgmggrssrrggrgrss.n.n.n.nsssrrrpppmmmgmggrssrrggrgrssssmmmmppppmmpNNdppmgssrrggrgrsrmmppmmppppmmpNNdppmgssrrggrgrss.n.n.n.nsssssrrrrrppppmmmmggmgggrrsssrrrggggrrggrsssssmmmmmmmppppddNddpppppssssrrmmmppddNNdd's'sNNddppddpmmmppppddNddpppppppdd's's's's's's's's's'r'r's's'sNNddppddpmmpppppddNddpppppssssrrmmmppddNNdd's'sNNddppddpmmpppppddNddpppppmmmmppppNNddNNNNNNddppmmmmmppNNNNddppmmmggsssrrrggggrrggrsssssmmmmppppNNddNNNNNNddppmmmmmppNNNNddppmmmggsssrrrggggrrggrsss.n.n.n.n.n.n.nsssssrrrrrppppmmmmggmgggrrsssrrrggggrrggrssssss
jokhon eshechhiley	ssrrssrr.n.n.nssrrGrrrpmGrsr.nsrrrrppmmGGrrrGGrrrmmGrrsssrr.n.n.nsssgggmmrrrmmGrrsssrr.n.n.nsssssssrrrssrr.n.n.nssrrGGrrrrppmmGGrrssrr.n.nssrrrrppmmGGmmppppppmmppppp's's's's's's's's's'r'rdd'sNNNdddpppppppppppp'sNNNdddppddmmpmmGGrrrsssmmpmmGGrrrss.n.nmmppppppmmppppp's's's's's's's's's'r'rdd'sNNNdddppppppppppp'sNNddpdmpmGGrrsssGGGrrGGrGGrrmGrsrs.n.nssgggmmpdmpmGrsr.n.nsrGrrrpmGrsr.nsrrpmGGGGGrrmGrsrs.n.nssssppppdmpmGrssspmpppdmpmGrssssGrrmGrsrs.n.nssmpppmppp's's's's's's'rd'sNNddpppppppppp'sNNddppmGGrrssmpppmppp's's's's's's'rd'sNNddpppppppppp'sNNddppmGGrrs.nsGGGrrGGrGGrrmGrsrs.n.nssgggmmpdrpmGrsr.n.nsrGrrrpmmGGrrssrr.n.nssrrrrppmmG
jokhon porbey naa mor	ssssssssssrrgggrgrssssssssssrrrrrrrrrrgssrggggggmggrrrrgmgrgssssssssssrrgggrgrsss's's's's's'snnnddnpnnndndpppppppnnndnppdddnpddndpdppmgmgrgrsssssssssssrggrssrgggpdd's's'snnnddndppppppssrggrssrggggggssssssssssrrgggrgrssssssssssRRRRRggggggrgrssssssssrrgggggppd's's's's'snnnnnndppppppdn'snnnddnpdppmgrgrssspd's's'sn'r's's's's's'spd's's's's's's'snnnddndppppppppppdnnnnndpppssssssssrggrssrggggggssssssssssrrgggrgrsssss
joubono shoroshi nirey	GrrmGRs.N.D.D.NssGGGGRRssRRGGmmmmmmMMmmGGrrrrmGGRRss.N.N.D.D.N.NssssGGGGsssssDDDDDDDpppppppDpmmmpmGrrmGRs.N.D.D.NssGGGmmDDDDNN's's's's's's's's'sn's'R'R'R'R's'snnnnnnDDD'G'R'R'R'R's's's'R'R's'sNNDDpDNDpppDpmmmMmGrGGGrrmGRs.N.D.D.NssGGG.D.Nssssss.D.Nssssssss.NssGrGGGmGRss.D.NssssmDDNNN's'R's's's's's's's's's's'snn's's'R'R'R'R'R'R's's'snn's's'sNNDDDDDDDD'G'G'G'G'G'R'R'R's's's's's's'R's'sNNDDppDDNNDDpppppppppDppmmmmmmMMMmGGrrrrmGGRRss.N.N.D.D.N.NssssGGGGGGrrrrmGGRRss.N.N.D.D.N.NssssGGGGG
kaar milono chao	s.nRRRss.n.Dssssss.nRRRss.n.D.Dssssss.n.nsspppppMMppMMpDDMMgggggggMMppnnnDDppMggMMgMggRRs.nsppRRRsss.nRRRss.n.DsssssssDDDnn's'snn's'R'R's'snnDDppMMMMppppMMpDDDDDMMMggggRRgggMMppppMMpDDDDDMMMggggRRggg's's's'snn's's's's'g'g'g'R'R'R'R'R's'snn's's's'sRRRRRsssss.n.nRRRRRRsss.n.n.D.Dssssssss.n.nRRRRRRsss.n.n.D.Dsssssss
ketechhey ekela birohero bela	srrrrrrrrrgmppdpmmgrgrppppmmmmmgmmmmmmmmmsrrrrrrrrrrrrrrgmppdpmmgrgrpppmmmgmmmmmmmgrmmmmmmgrgmgrgrgssrmpp's's'sNNdpprrggmmddppmmgrrggsssssrrrrrrrrrrrrrrrggmmppppdppmmggrrggrrppppppmmmmmgmmmmmmmmmmmppppppnnddnnnppMddppppnnddnnn'g'g'g'g'g'g'g'g'r'r'r's's's'snnddnn's'snnnn'sddnpppmmppppppnnddnnnppMddppppnnddnnn'g'g'g'g'g'g'g'g'r'r'r's's's'snnddnn's'snnnn'sddnppppppp's's's's'snnpppppppMppdppppppmmmmm'g'g'g'g'g'g'g'g'r'r'r'r's'snndddrrggmmddppmmgrrggsssssrrrrrrrrrrrrrrrggmmppppdppmmggrrggrrppppppmmmmmgmmmmmmmmmssrrrrrrrrrrrrggrrmmmmggggmrrgrrssrrmmmmmmppppddmmpppppppppppNNNNNNNNNddNNNNNddd'sNNNNddpppppppdd'r'r'r'r's's's'sNNNddpprrrrrrrrmmmmggrrrrrrrrrmmppppppnnnddnnnppddppppnnnddnnn's's's's'g'g'g'g'g'r'r'r's's's'snnddnn's's's'snnn'sddnddppmmppppppnnnddnnnppddppppnnnddnnn's's's's'g'g'g'g'g'r'r'r's's's'snnddnn's's's'snnn'sddnddpp'g'g'g'g'g'g'g'g'g'g'g'p'p'p'g'g'g'g'g'g'g'g'r'r'r's's's's's'g'g'g'g'g'g'g'g'r'r'r'r's'snndddrrggmmddppmmgrrggsssssrrrrrrrrrrrrrrrggmmppppdppmmggrrggrrppppppmmmmmgmmmmmmmm
khelaghor bnadhtey legechhi	rdppmggrs.nsrrrrrrrgrrgmgmppppprgrgmdpmgrdppmggrs.nsrrrrrrrrmmmgpppppMMp's'sn'sdNpprgrgmdpmgrdppmggrs.nsrrrrrrrrppndn's's's'sn'sdndpn'sd's's's's's's'spp'snndppMpMdpmmmmmmmmppndn's's's'sn'sdndpn'sd's's's's's's'spp'snndppMpMdpmmmmmmmm'g'g'g'g'g'g'g'g'g'g'g'm'm'r'rn'r's's's's's'srgrgmdpmgrdppmggrs.nsrrrrrrrrmmmmmmmmmmmgpMppppMppdpMdpppmmmmmmmmmmmmmmmmgpMpppd's'sdpMpddpmmmmmmmmmmmmmmmmmmgpMppppMppdpMdpppmmmmmmmmmmmmmmmmgpMpppd's'sdpMpddpmmmmmmmppnnn's's'sn'sdndpn'sd's's's's's's'spp'snndpMpMdppmmmmmmmppnnn's's'sn'sdndpn'sd's's's's's's'spp'snndpMpMdppmmmmmmm'g'g'g'g'g'g'g'g'g'g'g'm'm'r'rn'r's's's's's'srgrgmdpmgrdppmggrs.nsrrrrr
kholo kholo daar	s'sndppppMdpMggggrggrgrprgrsssssss.dssrrgggggssrrggMMppppprrgMpddddMdnnndpd's'sndppppMdpMggggrggrgrprgrsssssspgpdd's's's'sn's's's's's's's's's'snndddnndndpppgpdd's's's'sn's's's's's's's's's'snndddnndndpppnndddppMdpMggggrrrgMMMMgMpppdpMp's'sndppppMdpMggggrggrgrprgrsssssssrggggggrgMMMMMMrgMpddddMdnnnnnnMpdnnnnnMpdn's's'sndnndd'r's'sndndpppppppgpdd's's's'sn'r's's's's's's's's's'snndddnndpppppgpdd's's's'sn'r's's's's's's's's's'snndddnndpppppnndddppMdpMggggrgMMMMMMgMpppdpMp's'sndppppMdpMMgggggrrggggrrggrrpprrggrrssssss
khoro bayu boy begey	srgggggr.nsrrrrrrrrr.d.d.nsrgggr.nrssssssspppMpMpppnndpMgg'g'g'g'g'r'r'spd'r's'sd'r's'sd'r's's's's's'ssrgggggr.nsrrrrrr.d.nsrgggr.nrsssssspppgpppdd's's's's's's's's'r'r'r'r'r's'r'g'g'g'g'g'g'g'g'r'r'r's's'spppppggpppppdddd's's's's's's's's's's's's's's'r'r'r'r'r'r'r'r'r'r's's'r'g'g'g'g'g'g'g'g'g'r'r'r's's's's's'g'g'g'g'g'g'r'r'r's's's'r'r'r's's's'snnnddd's's's'snnnnddddpppppddpppppppgg'g'g'g'g'g'g'r'r'r'r's'sppdd'r'r's's'sdd'r'r's's'sdd'r'r's's's's's's'sssrrgggggggggrr.n.nssrrrrrrrrrr.d.d.n.nssrrgggggrr.n.nrrsssssssssrrggggggggggggggggggrrrrsss.d.d.n.nssrrgggggggrrgrrsssssssggppppppppMMpppppnnnnddppMMgggggppppppppMMpppppnnnnddppMMgggppnnnnddppMMggMMMMnddpppppppppggppddppddppdddd's's's's's's's's's's's's's's's'r'r'r'r'r's's'r'g'g'g'g'g'g'g'g'g'g'g'g'g'r'r'r's's'sppggppddppddppdddd's's's's's's's's's's's's's's's'r'r'r'r'r's's'r'g'g'g'g'g'g'g'g'g'g'g'g'g'r'r'r's's's's's'g'g'g'g'g'g'g'r'r'r's's's's's's'r'r'r's's'snnnnddd's's's'snnnnddddpppppddppppppppp'g'g'g'g'g'g'r'r'r'r's'sppdd'r'r's's'sdd'r'r's's'sdd'r'r's's's's's's'sssrrgggggggggrr.n.nssrrrrrrrrrr.d.d.n.nssrrgggggrr.n.nrrssssss
ki gaabo aami	smmmmmmpmmppdpmGGGGGmrsssmmmmmmmmpmp's's'sNNdNppmmNppmrmrrsssmmmmmmmmpmmppdpmmGGGGGGmrrssnnnnnnnn's's'sn'r's's's's'snn's'r'r'r'm'm'r'r'r'G'sNNdNppnnnnnnnn's's'sn'r's's's's'snn's'r'r'r'm'm'r'r'r'G'sNNdNppmmpppppdpmmpmp's's'sNNNdNppmNppmrmrrsssmmmmmmmmpmmppdpmmGGGGGmrsddNdNppmpppmpmpdddNdNpmppdpmGGGGGGGmrrrGssrmmmmpdmpnnnnnn's's's's's'sn's'r'r'm'm'r'r's'sNdNppnnnnnn's's's's's'sn's'r'r'm'm'r'r's'sNdNppmppppdpmpmp's's'sNNdNpmNpmrmrssmmmmmmpmppdpmGGGGGmr
klanti aamar khoma koro	srggggggrr.nrssggrs.nsrr.nssppMgmggrgsrggggggrr.nrssggrs.nsrr.nssppMgmggrgsrggggggrr.nrss'g'g'g'g'r'g'r'r's'r'snd'sndppnndpssrggssrgggrssndpMggggrs.nsrr.nssppMgmggrgsrggggggrr.nrss.p.d.n.n.n.n.n.n.d.n.d.nssss.nrrrrr.nrgggggg'g'g'g'g'r'g'r'r's'r'snd'sndpnndpssrggssrgggrssndpMggggrs.nsrr.nssppMgmggrgsrggggggrr.nrs
knadaley tumi morey	rpmgrrrrrrrgmpppdpmmgrppmmggrrrrrrrrrrrmmmmppppmppddNNddppppppdppmmggppmggrrggssrrppmgrrrrrrmpppnnnnnnnpnn's'rnn's's'sn'r'sNNNNNNdd's'sNddppppddppmmggppmggrrggssrrppmmggrrrrrrrrrmmppppppppppppppNNdd's'sNNNNddppdNNdppppppddNN's's's's'rNN's'sNNddppppddppmmmmmmggrrrrmmppppppnnnnnnnnn's's's's's's's's's's'r's'snnn's's's's's's'r'r's'sNNNNNNdd's'sNddppppddppmmmmmmggrrggssrrppmmggrrrrrrrr
kolahol to baaron holo	mppdN'sNdpmrGrmGr.n.nssgggsgmppgmmGrGrGrGrGrmGrs.n.n.p.nss.ns.ns.nsrGGmppdN'sNdpmrGrmGr.n.nppmGmpnn'sn's'sn's'G'r'G'r'sn'r's'sNN'sNdpppppdN'sNdppmgggmGrGrGrGmGrsppppmrmGrsmppdN'sNdpmrGrmGr.n.nsGGrGrGGpmmGrGrGmGrsspppppdNNdNdppdpmgrgmmgmsGGrGrGGpmmGrGrGmGrsspppppdNNdNdppdpmgrgmmgmppmGmpn'sn'sn's'G'r'G'r'sn's'r'sNppmGmpn'sn'sn's'G'r'G'r'sn's'r'sN'sNdpppppd'sNdppmggpmGGGrGrGmGrsppppmrmGrsmppdN'sNdpmrGrmGr.n
kothaa bairey durey	gmp'sNdpppppppppppNNddppddmmddppddddddnnnnnnnn's'snn's'snnnn's'snn's'sNdddd'sNNdppdmpppdp'sNdpppppppNdpdmdpdddddpppppppd's's'r'r'r's'r'm'g'r'r'r'rn's'r'p'm'g'r'snn'sn'sd'sNdpppdNdppppppd's's'r'r'r's'r'm'g'r'r'r'rn's'r'p'm'g'r'snn'sn'sd'sNdppppnnnn'sn'snn'sn'sn'sn'r's'sNNNdNddNdNdd'sNdpmgmdpddmppppppddpp's'sNNddpppppppppppppNNddppddmmddppddddddmmmmmmmmppppppppppppNddpmmgmmddppddddddnnnnnnnn's'snn's'snnnn's'snn's'snn's'snn'r'r's'sNNNNddppmmmmppppppppppppNddpmmgmmddppddddddppppppppppppppdd's's's's'r'r'r'r'r'r's's'r'g'g'm'r'r'g'r'r'r'r'r'p'p'm'm'g'g'r'r'rnn's'snnnn's'snn's'sdddd'sNNddppppddNddppppppppppppdd's's's's'r'r'r'r'r'r's's'r'g'g'm'r'r'g'r'r'r'r'r'p'p'm'm'g'g'r'r'rnn's'snnnn's'snn's'sdddd'sNNddpppppnnnnnnnn's'snn's'snnnn's'snn's'snn's'snn'r'r's'sNNNNddNNddddNNddNNdddd'sNNddpmmgmmddppdddmmppppppddpp's'sNNddpppppppppppppNNddppddmmddppddddddd
kothao aamar hariye jabar	s's's's's'snn's's's'snndn's'snppppdnnpppppDDNDppDDDppDmpppggmppdnnpp's's's's's'snn's's's'snnddn's'snppppppddnnnppppppDDDNDDpppDDDDppDmmpppgggmpppddnnnpp's's's's's's's'snnn's's's's'snnddn's'snppppppddnnnppppdd's's's's's's's's's's's'r's'snnnn'r's's's's's'r'snnnnn's's's's's'r's'snnn's's's'snndn'sndpppnndnndppDDDDppmppDpggmppdnnpp's's's's's'snn's's's'snndn's'snppppdnnppsssrrrrrggggmrggggmmmmpppppppdnddndppppp's's's's's's's's's's's's's's'sn's's'r's'snnnn's's's's's's'snnnppppppnnddnndpppDDDDDppmmppDpgggmpppddnnndpp's's's's's's's'snnn's's's's'snnddn's'snppppppddnnnppppp
mayabono biharini horini	srggppppMggmmgggggMMppMMgrgrssnnnnddppMgppMgppsrggpppMgmggggggggpgpppdpdd's'sn'r's's's's's'r'g'g'r'r'sndn'sndppMgpgpppdpdd's'sn'r's's's's's'r'g'g'g'g'r'r'r'r's'snnddnn's'snnddppMMggppppnnnnnddddpppMMggpppMMggpppssrrggggpppppMggmmgggggggggssrrggggpppppppMMggmmgggggMMppppMMMMggrrggrrsssnnnnnnnnddddppppMMggpppMMggpppssrrggggpppppMggmmgggggggggggrrssrrggrrssrrggrrsssggpppppppppMMggssrrggddddppMMggggrrssrrggrrsssggpppppppppMMggssrrggddddppMMggggrrssrrgrssgggrgrs.ds.dsss.dsspgpppdpdd's'sn'r's's's's's'r'g'g'r'r'sndn'sndppMgpgpppdpdd's'sn'r's's's's's'r'g'g'r'r'sndn'snpppppnnddpppMgppMgppsrggpppMgmggggggg
megher koley rod heshechhey	ssrgpdpdnndppgrrggmgrgrsssssrggrsssssssssrrggppddppdnnnnddpppggrrrggggmmggrrggrsssssssrrgggrrssssssspppdd's's's's's'r'r's's'snnddnnpppddppppggppppddnnnnsssrrgggrrsssssssssssrrggppddppdnnnnddpppggrrrgggmgrgrsssssrggrssssssppgppd's's's's's's's's'r'r's'r'g'r'r'sndpppd'r's'snn'sndppddNdppgggggrssrggrssssssssrgpdpdnndppgrrggmgrgrsssssrggrssssss.psssssrggggggggrggdddNdpppggrggmgggrssss.dssrggrgrsss.psssssrggggggggrggdddNdpppggrggmgggrssss.dssrggrgrsssppgppdd's's's's's's's'r'r's'r'g'r's'sndppppd'r's'snn'sndppddNdppgggggrssrggrssssssssrgpdpdnndppgrrggmgrgrsssssrggrsssss
megher porey megh jomechhey	rrGrrssrsrpppmmGGrrrrGGrrssrr.n.nsrrGmmGrrrrrrGrssrsrppmmGGrrrrGGrrssrr.n.nsrrGmmGrrrrmmppmmNNNNNddpdpmppmpm'sNdpdmpdpmpmGGGrrGrssrsrppmGGrrGrsr.nsrGmGrrrpNmppdn's'sn's'sNddddddNdN'sNdpppNmppdn's'sn's'sNddddddNdN'sNdppmmppppmpm's's'sNddNdpdmpddppmGGGrrGrssrsrppmGGsssssrsrGmmGrGmppddpmgrgmpmgmGrs.nsssssrsrGmmGrGmppddpmgrgmpmmmpnnn's'r's'r'sNNdpmmpmpdNdppmgrgmppmgmmmmmmpnnn's'r's'r'sNNdpmmpmpdNdppmgrgmppmgmmpNdppdn's'sn's'sNddddddN'sdNdppmpppppdmpm's's'sNddNdpdmpddppmGGGGrrGrssrsrppmGGrrGrsr.nsrGmGrrrrrr
moha bishwey mohakashey	ndndddppdpdMpgggggpprggggrr.n.nrrsssssss.n.nrrrrrrrrrrrrr.nrrggggggggggMMpppnnddppprrgrssndn'sdddppdpdMpgggggpprggggr.nrssssppddpp's's's's's's'r'r'r's's's's's's's's's's's'sdd's's's'r'r'rnnnddMMddpppppprrgggmmmgggrrssssssssrrgggggMMppnnddppMMggMMnndnn's'sddddpppddpddMppgggggggpppprrggggggrr.n.nrrsssssgggggppppppppppppppMMMggggrrgggmmmggggrr.n.nrrsss.n.n.n.n.d.d.n.n.n.d.d.d.p.psssrrrgggggMMMppMMpprrggggg.n.nrrsssppddpp's's's's's's'r'r's's's's's's's's's's's's'sdd's'snn'r'r'rnndddMMddpppppprrgggmmmggrrr.n.nrrssssssrrgggMMMppnnddppMMggMMnndnn's'sddddpppddpddMppgggggggpppprrggggggrr.n.nrrssss
moharajo e ki shaajey	nn's'snnnpMpppmmgggggggmmpmggrs.nss.n.nsgmpppnn's'g'r's'snnppnn's'snnpppmmgggpppppnnnn's's's'sn'r'r's's's's's's's's's's'r's'snnppnnnnppppnn's'sn'r's's's's's's's'r'snpnnn's'g'g'm'p'p'm'm'g'r'sn's's'g'r's'snnppnn's'snnpMppmggssppppMpMpmgggmpmggssss.nsgmpmmggsggmpmpmgggpppnn's'sn'r's's's's's's's's's's'r's'snnppnnnn's's'g'g'g'g'm'm'p'p'p'p'm'm'g'g'r'r'snn's's's's'g'g'g'r's's's'snnnppppnnnn's's'snnnnpppppmmgg
mone robey kina robey aamarey	pdp'sNddppmmgmmpppppppgmdddddddNd'sNdpppdp'sNdpmgmppppppppnnnnnnnnnnnn's'snn's'snn's's's's'sppddNNdd'r'r's'sNNNggmmggmpdN'sNdp'sNdpmgmppppppmgmNdddddnnn's's's's'sn's's'm'g'm'r'G'r'snn's's's'smgmNdddddnnn's's's's'sn's's'm'g'm'r'G'r'snn's's's's's's's'r'sNdNNNNd'sNddpppppppppppNddppmmmggmmggmmmggmmmpppggmmppddNN's'sNNddpp's'sNNddppmmggmmpppppppssssrrrrrggmmddppggmmmggmmpppppddppddNdddddddddddNNNNNNNNd's's's's's'sn'r'r's'sNNddppppNddppmmggmmmmmmmggmmNNddddddddnnnnnn's's'snnn's's'snnn's's'snnn's's'r'rdd's'sNNddpppp'sNNddpppppddddddddddddNNddNNdddd'sNNddppppppddpp's'sNNNddppgmgmmgmmppgmpdN'sNdp'sNdpmgmppppppp
